2221061201	136344768
2221060601-1401	136344799
2221060601	136344799
1821010100	136344802
1821010200	136344805
1821010400	136344808
1032060402	136344851
1801030505	136344852
2203010104	136344877
2203010106	136344879
2203010101	136344880
2203010108	136344881
2203010113	136344882
2203010107	136344883
2203010204	136344884
2203010205	136344885
2203010206	136344886
2203010201	136344887
2203010208	136344888
2203010213	136344889
2203010207	136344890
2203020104	136344891
2203020105	136344892
2203020108	136344894
2203020107	136344895
2203020304	136344896
2203020308	136344899
2203020307	136344900
2203010304	136344901
2203010305	136344902
2203010306	136344903
2203010301	136344904
2203010307	136344905
2203010404	136344906
2203010405	136344907
2203010406	136344908
2203010407	136344909
2203010504	136344910
2203010505	136344911
2203010506	136344912
2203010501	136344913
2203010507	136344914
2203010105	136344916
2x1401010400	136345021
2x1401010500	136345022
2x1401010200	136345023
2x1401010100	136345025
2x1401010700	136345026
2x1401060300	136345052
2x1401060400	136345054
2x1401060500	136345056
2x1401060100	136345058
2x1401060200	136345060
2x1401060700	136345062
2x1401060600	136345064
2x1401061200	136345066
2x1401061100	136345068
2x1401060900	136345070
2x1402020404	136345077
2x1402020204	136345080
2x1401070300	136345086
2x1401100200	136345089
1821020450-1402	136345147
1821020350-1401	136345148
2232040300	136345168
1801040303	136345170
2221022401	136345206
1801021304-1401	136345213
1801021304	136345213
1801021303-1401	136345214
1801021303	136345214
1801030608-1401	136715905
1801030608	136715905
1801030605-1401	136716556
1801030605	136716556
1802010351-1401	136743806
1802060204	136759315
1802060305	136772607
1802021204-1401	136780992
1802021204	136780992
1802021205	136780993
1005022209	136781680
2221022201-1402	136796174
2221022201	136796174
2221022301-1402	136796179
2221022301	136796179
2221061801-1401	136800020
2221061801	136800020
2221061901-1401	136800027
2221061901	136800027
2x1401020100	136800814
2x1401021500	136800815
2x1401020700	136800816
2x1401020600	136800817
2x1401021300	136800818
2x1401021100	136800819
2x1401021400	136800820
2221022308-1402	136808797
2221022308	136808797
1051022204	136820930
1051022201	136820931
1051022206	136820932
1051022210	136820933
1801022203-1401	136832287
1801022203	136832287
1801022208-1401	136832288
1801022208	136832288
1801022204-1401	136832289
1801022204	136832289
1801040504	136880769
1801030508	136903922
1801061803-1401	136903952
1801061803	136903952
1801061903-1401	136903953
1801061903	136903953
1801062503-1401	136903954
1801062503	136903954
1801062603-1401	136903955
1801062603	136903955
1801060103-1401	136903956
1801060103	136903956
1801061003-1401	136903957
1801061003	136903957
1801062203-1401	136903958
1801062203	136903958
1801062303-1401	136903959
1801062303	136903959
1801060203-1401	136903960
1801060203	136903960
1801060303-1401	136903961
1801060303	136903961
1801060403-1401	136903962
1801060403	136903962
1801060503-1401	136903963
1801060503	136903963
1801061303-1401	136903964
1801061303	136903964
1801061103-1401	136903965
1801061103	136903965
1801061203-1401	136903966
1801061203	136903966
1801062403-1401	136903967
1801062403	136903967
1802022201-1401	136916250
1802022201	136916250
1802022204-1401	136916251
1802022204	136916251
1802022205-1401	136916252
1802022205	136916252
1802022206-1401	136916253
1802022206	136916253
1801110103	136946179
1801110178	136946180
1801110108	136946181
1802022305-1401	136981915
1802022305	136981915
1802022301-1401	136981916
1802022301	136981916
1802022304-1401	136981917
1802022304	136981917
1802022306-1401	136981918
1802022306	136981918
1006022301	136983229
1006022308	136983231
2221022208-1402	136983589
2221022208	136983589
2221022203-1402	136983590
2221022203	136983590
1802100501-1401	136996036
1802100501	136996036
1802100504-1401	136996037
1802100504	136996037
1802100505-1401	136996038
1802100505	136996038
1802100512-1401	136996039
1802100512	136996039
1841100501	136997446
1841100517	136997447
1841100506	136997448
1841100507	136997449
1801100503-1401	137015339
1801100503	137015339
1801100504-1401	137015340
1801100504	137015340
1801100508-1401	137015341
1801100508	137015341
1021100508	137018683
2221080601-1401	137035703
2221080601	137035703
2221080608-1401	137035704
2221080608	137035704
2x1401020800	137068407
2x1401021200	137069850
2221080701-1401	137079819
2221080701	137079819
2221080708-1401	137079820
2221080708	137079820
1003080701	137090061
1802080701-1401	137108713
1802080701	137108713
1802080705-1401	137108714
1802080705	137108714
1802080712-1401	137108715
1802080712	137108715
1802080704-1401	137108716
1802080704	137108716
1801080603-1401	137112726
1801080603	137112726
1801080608-1401	137112727
1801080608	137112727
1801080604-1401	137112728
1801080604	137112728
1801080703-1401	137176824
1801080704-1401	137191965
1801080708-1401	137199968
1072080601	137268508
1802010701-1401	137303526
1802010701	137303526
1801061908-1401	137344082
1801061908	137344082
1801061904-1401	137344083
1801061904	137344083
2221022901-1401	137353092
2221022901	137353092
2221061808-1401	137362031
2221061808	137362031
2221061803-1401	137362032
2221061803	137362032
1801100103-1401	137438378
1801100103	137438378
1801100203	137438390
1801100203-1401	137438390
1801100403-1401	137438402
1801100403	137438402
1801100603-1401	137438413
1801100603	137438413
1801100803-1401	137438434
1801100903-1401	137438443
2221102101-1401	137451234
2221102101	137451234
1802061801-1401	137464111
1802061801	137464111
1802061804-1401	137464178
1802061804	137464178
1802061805-1401	137464184
1802061805	137464184
1802061812-1401	137464186
1802061812	137464186
1801060905-1401	137464190
1801060905	137464190
1802061901-1401	137476374
1802061901	137476374
1802061904-1401	137476961
1802061904	137476961
1802061905-1401	137477096
1802061905	137477096
1802061912-1401	137477182
1802061912	137477182
1035061801	137477341
1035061802	137477533
1824010101	137520804
1824010104	137520805
1824010105	137520807
1824010106	137520809
1824010201	137520810
1824010204	137520812
1824010205	137520813
1824010206	137520814
1824010301	137520815
1824010304	137520818
1824010305	137520819
1824010306	137520896
1824010401	137521028
1824010404	137521029
1824010405	137521031
1824010406	137521032
1824010501	137521035
1824010504	137521037
1824010505	137521038
1824010506	137521039
1824060204	137521049
1824060205	137521051
1824060206	137521052
1801120203	137530682
1801120204	137530696
2x1401022400	137576352
1802010704-1401	137577328
1802010704	137577328
1801061004-1401	137588467
1801061004	137588467
1802010101-1401	137589799
1802010101	137589799
2221060408-1401	137590598
2221060408	137590598
2221020908-1401	137591970
2221020908	137591970
2221060208-1401	137591979
2221060208	137591979
2221020308-1401	137591980
2221020308	137591980
2221100708-1401	137591981
2221100708	137591981
1802060503	137591986
1802060505	137591987
1802010104-1401	137598489
1802010104	137598489
1802010105-1401	137598494
1802010105	137598494
1802010106-1401	137598501
1802010106	137598501
1802010201-1401	137598514
1802010201	137598514
1802010204-1401	137598517
1802010204	137598517
1802010206-1401	137598518
1802010206	137598518
1802010205-1401	137598522
1802010205	137598522
1802010301-1401	137598549
1802010301	137598549
1802010304-1401	137598556
1802010304	137598556
1802010305-1401	137598564
1802010305	137598564
1802010306-1401	137598569
1802010306	137598569
1802010404-1401	137598585
1802010404	137598585
1802010405-1401	137598589
1802010405	137598589
1802010406-1401	137598591
1802010406	137598591
1802010504-1401	137598659
1802010504	137598659
1802010505-1401	137598661
1802010505	137598661
1802010506-1401	137598671
1802010506	137598671
1802010601-1401	137598675
1802010601	137598675
1802010604-1401	137598676
1802010604	137598676
1802010605-1401	137598677
1802010605	137598677
1802010612-1401	137598678
1802010612	137598678
1802010705-1401	137598684
1802010705	137598684
1802010706-1401	137598685
1802010706	137598685
1801061804-1401	137615621
1801061804	137615621
1801061808-1401	137615662
1801061808	137615662
1801010103	137617095
1801010103-1401	137617095
1801010303-1401	137617097
1801010303	137617097
1801010403-1401	137617148
1801010403	137617148
1801010503-1401	137617155
1801010503	137617155
1801010203-1401	137669032
1801010203	137669032
1801101103-1401	137702729
1801101303	137702756
1801101703	137702783
1801101803	137702808
1801101903-1401	137702844
1801101903	137702844
1801070703	137708033
1801070403	137708043
1801070803-1401	137708052
1801070803	137708052
1801071303-1401	137708066
1801071303	137708066
1801070103	137708091
1801071403-1401	137708094
1801071403	137708094
1801071503-1401	137708308
1801071503	137708308
1801071603-1401	137708315
1801071603	137708315
1801070203	137708569
1801102003-1401	137710978
1801102003	137710978
1801102103-1401	137710981
1801102103	137710981
1033010302	137813915
1033010309	137813936
2221060903-1401	137842825
2221060903	137842825
1801021208-1401	137945165
1801021208	137945165
2221101403-1401	137956714
2221101403	137956714
2221020403-1402	137956958
2221020403	137956958
2221062003-1401	137957306
2221062003	137957306
2221101003-1401	137960157
2221101003	137960157
2221100803-1401	137960267
2221100803	137960267
1801061905-1401	137960794
1801061905	137960794
1801102203-1401	137999571
1801102203	137999571
1802020101-1401	138013273
1802020101	138013273
1802020104-1401	138013305
1802020104	138013305
1802020105-1401	138013316
1802020105	138013316
1802020201-1401	138013397
1802020201	138013397
1802020204-1401	138013495
1802020204	138013495
1802020205-1401	138014044
1802020205	138014044
1802023101-1401	138014085
1802023101	138014085
1802023104-1401	138014096
1802023104	138014096
1802023105-1401	138014104
1802023105	138014104
1802023204-1401	138014191
1802023204	138014191
1802023205-1401	138014202
1802023205	138014202
1802023201-1401	138014217
1802023201	138014217
1802101001-1401	138014316
1802101001	138014316
1802101004-1401	138014328
1802101004	138014328
1802101005-1401	138014333
1802101005	138014333
1802100901-1401	138014373
1802100901	138014373
1802100904-1401	138014386
1802100904	138014386
1802100905-1401	138014398
1802100905	138014398
1802080604-1401	138014654
1802080604	138014654
1802080601-1401	138014705
1802080601	138014705
1802080605-1401	138014712
1802080605	138014712
1802080612-1401	138014725
1802080612	138014725
2203022204	138037110
2203022205	138037112
2203022304	138037114
2203022305	138037117
2203020804	138037119
2203020805	138037120
2203020404	138037137
2203020405	138037140
2203020204	138037147
2203020205	138037156
2203010701	138037158
2203010704	138037159
2203010705	138037163
2203010706	138037164
2203010707	138037165
2203010708	138037167
2203020704	138037184
2203020705	138037187
2203020904	138037203
2203020905	138037205
2203021504	138037207
2203021505	138037210
2203023104	138037220
2203023105	138037223
2203023204	138037226
2203023205	138037227
2203020305	138037292
2x1401080100	138157029
2x1401080200	138157035
1802100601-1401	138265681
1802100601	138265681
1802100604-1401	138265682
1802100604	138265682
1802100605-1401	138265683
1802100605	138265683
1802100401-1401	138265684
1802100401	138265684
1802100404-1401	138265685
1802100404	138265685
1802100405-1401	138265686
1802100405	138265686
1802100201-1401	138265689
1802100201	138265689
1802100204-1401	138265692
1802100204	138265692
1802100205-1401	138265693
1802100205	138265693
1802102004-1401	138265695
1802102004	138265695
1802102005-1401	138265696
1802102005	138265696
1802101304	138265697
1802101305	138265698
1802100701-1401	138265699
1802100701	138265699
1802100704-1401	138265701
1802100704	138265701
1802100705-1401	138265703
1802100705	138265703
1802101101-1401	138265704
1802101101	138265704
1802101104-1401	138265705
1802101104	138265705
1802102101-1401	138265706
1802102101	138265706
1802102104-1401	138265707
1802102104	138265707
1802102105-1401	138265708
1802102105	138265708
1802060405	138279101
1802102201-1401	138281671
1802102201	138281671
1802102601-1401	138281676
1802102601	138281676
1802102401-1401	138281677
1802102401	138281677
1802102501	138281679
1802101105-1401	138281682
1802101105	138281682
2203020306	138281683
1801040503	138291901
2221021701-1401	138291911
2221021701	138291911
2221023401-1401	138291914
2221023401	138291914
2221023501-1401	138291916
2221023501	138291916
2221022501-1401	138291918
2221022501	138291918
2221021601-1401	138291932
2221021601	138291932
2221023601-1401	138291987
2221023601	138291987
2221023701-1401	138292108
2221023701	138292108
2221023801-1401	138292112
2221023801	138292112
2221023901-1401	138292116
2221023901	138292116
2221024001-1401	138292600
2221024001	138292600
2221062301-1401	138292605
2221062301	138292605
2221062801-1401	138293266
2221062801	138293266
2221062901-1401	138293770
2221062901	138293770
2221063001	138294367
2221062601-1401	138294370
2221062601	138294370
2221063101-1401	138294390
2221063101	138294390
2221063201-1401	138294392
2221063201	138294392
2221063301-1401	138294420
2221063301	138294420
2221102301	138294422
2221100101-1401	138294424
2221100101	138294424
2221102001-1401	138294426
2221102001	138294426
1802101401-1401	138373700
1802101401	138373700
1802100101-1401	138373702
1802100101	138373702
1802102001-1401	138373780
1802102001	138373780
1802101301	138373897
1821022200	138517006
1821022300	138517008
2221102401-1401	138546259
2221102401	138546259
2221080801-1401	138550723
2221080801	138550723
2221080901-1401	138550724
2221080901	138550724
2221081001-1401	138550725
2221081001	138550725
2221081101-1401	138550726
2221081101	138550726
2221081201-1401	138550728
2221081201	138550728
2221081301-1401	138550730
2221081301	138550730
2221081401-1401	138550731
2221081401	138550731
2221081501-1401	138550732
2221081501	138550732
2221030601-1401	138561984
2221030601	138561984
2221030603-1401	138561985
2221030603	138561985
2221030608-1401	138561986
2221030608	138561986
2221030701-1401	138561987
2221030701	138561987
2221030703-1401	138561988
2221030703	138561988
2221030708-1401	138561989
2221030708	138561989
2221030801-1401	138561991
2221030801	138561991
2221030803-1401	138561992
2221030803	138561992
2221030808-1401	138561993
2221030808	138561993
2221030901-1401	138561994
2221030901	138561994
2221030903-1401	138561995
2221030903	138561995
2221030908-1401	138561996
2221030908	138561996
2221071601-1401	138561997
2221071601	138561997
2221071603-1401	138561998
2221071603	138561998
2221062501-1401	138562002
2221062501	138562002
2221101408-1401	138562003
2221101408	138562003
2221102501	138562004
1801071703-1401	138785673
1801071703	138785673
1801071708-1401	138785678
1801071708	138785678
2x1401010300	138809399
1802024212-1401	139321531
1802024212	139321531
1801061703-1401	139517262
1801061703	139517262
1801120103	139517314
1801120104	139517315
2221024101-1401	139537732
2221024101	139537732
1801020803-1401	139537829
1801020803	139537829
1802101901-1401	139582640
1802101901	139582640
1801101403	139616948
1801101403-1401	139616948
1801101404	139616953
1801101404-1401	139616953
1801101408	139616960
1801101408-1401	139616960
2221140101	139793435
2221140103	139793468
2221140108	139793484
2221140201	139793617
2221140203	139793659
2221140208	139793679
2221150101	139793792
2221150103	139793910
2221150108	139793912
2221150201	139793922
2221150203	139793924
2221150208	139793925
2221150301	139793940
2221150303	139793946
2221150308	139793949
2221081601	139794016
2221081603	139794021
2221081608	139794024
2221081701	139794041
2221081703	139794046
2221081708	139794048
2221081801	139794101
2221081803	139794105
2221081808	139794107
2221110201-1401	139794144
2221110201	139794144
2221110203-1401	139794147
2221110203	139794147
2221110208-1401	139794149
2221110208	139794149
2221063601-1401	139794156
2221063601	139794156
2221063603-1401	139794167
2221063603	139794167
2221063608	139794170
2221063701-1401	139794178
2221063701	139794178
2221063703-1401	139794180
2221063703	139794180
2221063708-1401	139794183
2221063708	139794183
2221063801	139794194
2221063803	139794195
2221063808	139794196
2221063901-1401	139794208
2221063901	139794208
2221063903-1401	139794212
2221063903	139794212
2221063908-1401	139794220
2221063908	139794220
2221064001-1401	139794230
2221064001	139794230
2221064003-1401	139794233
2221064003	139794233
2221064008-1401	139794234
2221064008	139794234
1802063101-1401	139860951
1802063101	139860951
1802063104-1401	139860952
1802063104	139860952
1802063105-1401	139860953
1802063105	139860953
1802062405-1401	139860955
1802062405	139860955
1802062404-1401	139860956
1802062404	139860956
1802062501	139861071
1802062504	139861092
1802062505	139861125
1802062001	139861172
1802062004	139861173
1802062005	139861174
1802061101	139861176
1802061104	139861177
1802061105	139861178
1802071201-1401	139861179
1802071201	139861179
1802071204-1401	139861180
1802071204	139861180
1802071205-1401	139861181
1802071205	139861181
1802070401	139865138
1802070404	139865140
1802070405	139865145
1802070101	139865198
1802070104	139865201
1802070105	139865203
1802070201	139865221
1802070204	139865222
1802070205	139865223
1802071601	139865259
1802071604	139865261
1802071605	139865262
1072024301	139865275
1072024302	139865276
1004150401	139865329
1004150406	139865330
1004150407	139865332
1004150409	139865341
1841010801	139874295
1841010804	139874297
1841010806	139874298
1841010807	139874299
1841010808	139874300
1841010809	139874301
1841010810	139874302
1841010813	139874303
2222010801	139874349
1807010801	139874394
1807010807	139874396
1035010802	139874403
1035010803	139874409
1802010801-1401	139874628
1802010801	139874628
1802010803-1401	139874629
1802010803	139874629
1802010804-1401	139874630
1802010804	139874630
1802010805-1401	139874631
1802010805	139874631
1802010806-1401	139874632
1802010806	139874632
2252010801	139874634
2252010806	139874637
1008010801	139874647
1008010802	139874649
1008010806	139874650
1008010810	139874651
1031010801	139874669
1031010802	139874674
1031010803	139874675
1031010805	139874676
1031010806	139874678
1031010807	139874679
1031010808	139874681
1031010809	139874682
1031010811	139874685
1031010804	139874687
1072010801	139874693
1072010802	139874696
1072010809	139874698
1801010801-1401	139874710
1801010801	139874710
1801010803-1401	139874712
1801010803	139874712
1801010805-1401	139874713
1801010805	139874713
1801010806-1401	139874714
1801010806	139874714
1801010804-1401	139874715
1801010804	139874715
1804010801	139874729
1804010813	139874734
1853010804	139874826
1853010806	139874828
1023010801	139874835
1023010803	139874839
1023010808	139874841
1081010801	139874847
1081010802	139874851
1081010808	139874854
2211010801	139875095
2211010803	139875096
2211010804	139875098
2211010805	139875100
2211010806	139875101
2211010807	139875102
2211010802	139875104
1808010801	139875107
1808010803	139875108
1808010804	139875109
1808010805	139875110
1809010801	139875113
1809010805	139875114
1809010808	139875115
1009010801	139875116
1009010802	139875117
1851010801	139875121
1851010805	139875123
1851010804	139875124
1851010806	139875125
1851010803	139875126
1812010800	139875127
1854010801	139875138
1854010804	139875139
1854010805	139875140
1854010806	139875141
1854010808	139875142
1033010804	139875150
1810010801	139875153
1810010805	139875154
1810010808	139875155
1810010804	139875156
1856010801	139875158
1856010803	139875159
1856010806	139875160
1856010808	139875161
2221010801-1401	139875163
2221010801	139875163
2221010803-1401	139875164
2221010803	139875164
2221010808-1401	139875165
2221010808	139875165
2221010810-1401	139875166
2221010810	139875166
1042010803	139875167
1042010804	139875169
1042010806	139875170
1855010801	139875172
1855010804	139875174
1855010805	139875175
1855010806	139875176
1802024401-1402	139875177
1802024401	139875177
1802024403-1402	139875179
1802024403	139875179
1802024404-1402	139875180
1802024404	139875180
1802024405-1402	139875181
1802024405	139875181
1802024406-1402	139875182
1802024406	139875182
1801024401-1401	139875183
1801024401	139875183
1801024403-1401	139875184
1801024403	139875184
1801024404-1401	139875185
1801024404	139875185
1801024405-1401	139875186
1801024405	139875186
1801024408-1401	139875187
1801024408	139875187
1808024401	139875188
1808024404	139875189
1808024405	139875190
1808024408	139875191
1851024401	139875193
1851024403	139875194
1851024404	139875195
1851024405	139875196
2221024401-1402	139875197
2221024401	139875197
2221024408-1402	139875198
2221024408	139875198
2221024403-1402	139875200
2221024403	139875200
2211024401	139875201
2211024402	139875204
2211024403	139875205
2211024404	139875207
2211024405	139875208
2222024401	139875209
2222024404	139875210
2222024405	139875211
2222024406	139875213
1042024403	139875216
1042024404	139875217
1042024406	139875218
1051024401	139875220
1051024404	139875221
1051024406	139875222
1051024410	139875224
1855024401	139875225
1855024403	139875226
1855024404	139875227
1855024405	139875229
1004024309	139875769
1802062401-1401	139937948
1802062401	139937948
2x1401021600	139938466
2x1401021600	139938466
2x1402022300	139938560
2x1401023100	139938570
2x1401023200	139939187
2x1401061300	139940224
2x1401061900	139940228
2x1401061800	139940289
2x1401080600	139941030
2x1401080700	139941037
2x1401100100	139941039
2x1401100400	139941058
2x1401100600	139941062
2x1401100700	139941065
2x1401100900	139941067
2x1401101000	139941077
2x1401101100	139941085
2x1401101900	139941098
2x1401102000	139941112
2x1401102100	139941123
2x1401102200	139941147
2x1401102400	139941165
2x1401102600	139941180
2x1401020900	139941194
2x1401021700	139941232
2x1401021900	139941233
2x1401022000	139941237
2x1401022100	139941241
2x1401022500	139941243
2x1401022900	139941245
2x1401023400	139941248
2x1401023500	139941250
2x1401023600	139941252
2x1401023700	139941254
2x1401023800	139941267
2x1401023900	139941279
2x1401024000	139941281
2x1401024100	139941297
2x1401030900	139941300
2x1401061400	139942729
2x1401062000	139942735
2x1401062100	139942736
2x1401062300	139942738
2x1401062500	139942739
2x1401062600	139942740
2x1401062800	139942910
2x1401062900	139942911
2x1401063100	139942913
2x1401063200	139942914
2x1401063300	139942922
2x1401071600	139942931
2x1401080300	139942932
2x1401080400	139942933
2x1401080500	139942937
2x1401080800	139942938
2x1401081100	139942940
2x1401081200	139942941
2x1401081300	139942942
2x1401081400	139942943
2x1401081500	139942945
2x1401100500	139942947
2x1401100800	139942948
2x1401101200	139942950
1802061701	139942991
1802061705	139942992
1802061501	139942993
1802061601	139942995
1802070701	139942996
1802072301-1401	139942997
1802072301	139942997
1802071801-1401	139942998
1802071801	139942998
1802071401-1401	139942999
1802071401	139942999
1802071901-1401	139943000
1802071901	139943000
1802071701-1401	139943096
1802071701	139943096
1802072001	139943997
1802072001-1401	139943997
1802072101-1401	139943998
1802072101	139943998
1802072201-1401	139944006
1802072201	139944006
2221062008-1401	140660201
2221062008	140660201
1801100604	140660565
2221102708	141173505
1004024301	141227777
1033010802	141328746
1802102151-1401	141649518
2221081351-1401	142109039
2221081451-1401	142109041
2221081551-1401	142109042
2221022151-1401	144266928
1802101403-1401	144473056
1802101403	144473056
1802101404-1401	144473071
1802101404	144473071
1802101405-1401	144473082
1802101405	144473082
1802101406-1401	144473096
1802101406	144473096
1802022208-1401	144474750
1802022208	144474750
2x1402022200	144474767
2221102108-1401	145127193
2221102108	145127193
1802071803-1401	145318817
1802071803	145318817
1802071804-1401	145318820
1802071804	145318820
1802071805-1401	145318822
1802071805	145318822
1802071806-1401	145318824
1802071806	145318824
2203020806	145318933
2203020807	145318947
2203020808	145318967
2203020706	145319036
2203020707	145319059
2203020708	145319081
1801071404-1401	145319321
1801071404	145319321
1801071478-1401	145319325
1801071478	145319325
1801071408-1401	145319338
1801071408	145319338
1801071405-1401	145319340
1801071405	145319340
1801070808	145319346
1801070805	145319348
1801070804	145319351
1801070810	145319355
1801071305-1401	145319358
1801071305	145319358
1801071378-1401	145319360
1801071378	145319360
1801071308-1401	145319364
1801071308	145319364
1801071304-1401	145319367
1801071304	145319367
1801071310-1401	145319371
1801071310	145319371
1802024505-1401	145334041
1802024505+1401	145334041
1802024505	145334041
1821010800	145495647
1821020700	145495651
1821020800	145495652
2x1401010800	145553182
2x1401071700	145553184
1802072303-1401	145553185
1802072303	145553185
1802072304-1401	145553186
1802072304	145553186
1802072305	145553187
2203021506	145553189
2203021508	145553191
2221102103-1401	145553197
2221102103	145553197
1801070404	145560492
1801070405	145560494
1801070408	145560497
1801160103	145560539
1801160108	145560548
1801020303-1401	145560580
1801020303	145560580
1801020304	145560588
1801020305	145560593
1801020378	145560597
1801020308	145560600
1801030303	145560630
1801030304	145560637
1801030305	145560642
1801030378	145560645
1801030308	145560650
1801020404	145560674
1801020405	145560679
1801020478	145560683
1801020408	145560686
1801140103	145560712
1801140104	145560718
1801140105	145560722
1801062003	145563338
1801062004	145563344
1801062005	145563348
1801072003	145563366
1801072004	145563371
1801072005	145563374
1801072008	145563377
1801150203	145563406
1801150204	145563410
1801150205	145563413
1801150208	145563416
1801150303	145563419
1801150304	145563423
1801150305	145563426
1801150308	145563437
1801150501	145563442
1801150503	145563447
1801150504	145563451
1801150505	145563455
1801150508	145563465
1801064001-1401	145563481
1801064001	145563481
1801064003-1401	145563485
1801064003	145563485
1801064004-1401	145563489
1801064004	145563489
1801064005-1401	145563492
1801064005	145563492
1801064008-1401	145563495
1801064008	145563495
1801010401	145563511
1801010404	145563515
1801010405	145563537
1801010406	145563541
1802071703-1401	145950076
1802071703	145950076
1802071704-1401	145950081
1802071704	145950081
1802071705-1401	145950084
1802071705	145950084
1802062901	145950085
1802063201	145950087
1802064001-1401	145950088
1802064001	145950088
1802064101	145950089
1802064201	145950090
1802064301-1401	145950092
1802064301	145950092
1802102103-1401	145950093
1802102103	145950093
1802100906-1401	145950095
1802100906	145950095
2203020106	145950161
1802102153-1401	145963226
1802100956-1401	145963404
1801081203	145965300
2221024451-1402	146260100
2221024453-1402	146260221
2221024458-1402	146260223
1802024451-1402	146260230
1802024453-1402	146260237
1802024454-1402	146260241
1802024455-1402	146260245
1802024456-1402	146260252
1802024201-1401	146331194
1802024201	146331194
1802024203-1401	146331195
1802024203	146331195
1802024205-1401	146331196
1802024205	146331196
2x1402022204	146331214
2x1402022201	146331215
1801040903	146404905
